id_sesion,fecha,no_acta,periodo,punto_n,punto_numeral,punto_texto,pdf_url
2024-2027-38,2025-06-30,38,2024-2027,6,VI,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la baja de una Licencia Comercial para establecimiento con venta de bebidas alcohólicas.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-38_opt.pdf
2024-2027-38,2025-06-30,38,2024-2027,7,VII,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza suscribir Convenio de colaboración con la empresa “Autotransportes del Sur de Jalisco S.A. de C.V.” y el municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-38_opt.pdf
2024-2027-38,2025-06-30,38,2024-2027,8,VIII,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza suscribir Convenio de colaboración con Tiendas Soriana SA. de C.V. y el municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-38_opt.pdf
2024-2027-38,2025-06-30,38,2024-2027,9,IX,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza suscribir Convenio de colaboración con el Instituto Superior de Educación Normal del Estado de Colima y el municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-38_opt.pdf
2024-2027-38,2025-06-30,38,2024-2027,10,X,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza suscribir Convenio de colaboración con la Universidad José Martí y el municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-38_opt.pdf
2024-2027-38,2025-06-30,38,2024-2027,11,XI,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza aceptar y celebrar Contrato de Donación de 24 bombas dosificadoras otorgadas por CONAGUA para el municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-38_opt.pdf
2024-2027-38,2025-06-30,38,2024-2027,12,XII,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la desincorporación del predio identificado con clave catastral 02-01-52-006-012-000, ubicado en la calle 20 de Enero de la colonia Ignacio Zaragoza y la escrituración a favor de Mónica Cecilia Rivera González.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-38_opt.pdf
2024-2027-38,2025-06-30,38,2024-2027,13,XIII,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza que el Auditorio, denominado “Sala 2”, del Centro de Justicia Cívica Municipal, lleve el nombre de “Sala de Jueces Cívicos”, en el marco del Día de la Abogacía.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-38_opt.pdf
2024-2027-38,2025-06-30,38,2024-2027,14,XIV,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la Convocatoria para otorgar las preseas “Dr. Mario de la Madrid Andrade” y “Dra. Jessica Cristina Romero Michel”.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-38_opt.pdf
2024-2027-38,2025-06-30,38,2024-2027,15,XV,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza el Programa Parcial de Urbanización del Fraccionamiento “ALLURE RESIDENCIAL”, promovido por ARDICA CONSTRUCCIÓN S.A. DE C.V. y DESARROLLA Y EDIFICA COLIMA S.A. DE C.V.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-38_opt.pdf
2024-2027-38,2025-06-30,38,2024-2027,16,XVI,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la Modificación a la Zonificación del Predio Urbano identificado con clave catastral 02-01-08-195-018-000, de Comercial y de Servicios Regional a Equipamiento Especial.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-38_opt.pdf
2024-2027-38,2025-06-30,38,2024-2027,17,XVII,"Lectura, discusión y aprobación en su caso, del Dictamen que aprueba solicitar a la empresa FERROMEX disponga medidas para crear un corredor de seguridad.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-38_opt.pdf
2024-2027-38,2025-06-30,38,2024-2027,18,XVIII,"Presentación del Calendario Trimestral de Sesiones Ordinarias, para los meses de julio, agosto y septiembre del 2025.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-38_opt.pdf
2024-2027-38,2025-06-30,38,2024-2027,19,XIX,Asuntos Generales.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-38_opt.pdf
2024-2027-38,2025-06-30,38,2024-2027,20,XX,Clausura.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-38_opt.pdf
2024-2027-37,2025-06-23,37,2024-2027,1,I,Lista de asistencia.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-37_opt.pdf
2024-2027-37,2025-06-23,37,2024-2027,2,II,Declaración de quórum legal e instalación legal de la Sesión.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-37_opt.pdf
2024-2027-37,2025-06-23,37,2024-2027,3,III,Lectura del Orden del Día.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-37_opt.pdf
2024-2027-37,2025-06-23,37,2024-2027,4,IV,"Lectura y aprobación en su caso, del Acta de Cabildo N° 36.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-37_opt.pdf
2024-2027-37,2025-06-23,37,2024-2027,5,V,"Lectura, discusión y aprobación, en su caso, del Dictamen que autoriza la ampliación al Presupuesto de Ingresos del Municipio de Colima y al Presupuesto de Egresos del Municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-37_opt.pdf
2024-2027-37,2025-06-23,37,2024-2027,6,VI,"Lectura, discusión y aprobación, en su caso, del Dictamen que autoriza la modificación de la enunciación de las obras por los trámites administrativos ante la Secretaría de Bienestar en la plataforma SIFAIS.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-37_opt.pdf
2024-2027-37,2025-06-23,37,2024-2027,7,VII,"Lectura, discusión y aprobación, en su caso, del Punto de Acuerdo por el que se autoriza suscribir Contrato de Fideicomiso de Administración, entre el Municipio de Colima y Bansi, S.A., Institución de Banca Múltiple, a través del Fideicomiso para la Innovación y Calidad Gubernamental del Municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-37_opt.pdf
2024-2027-37,2025-06-23,37,2024-2027,8,VIII,"Lectura, discusión y aprobación, en su caso, del Dictamen que autoriza suscribir Convenio de Colaboración entre el Municipio de Colima y el Consorcio Ferretero del Pacífico, y Grupo Ferretero “El Caminante”.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-37_opt.pdf
2024-2027-37,2025-06-23,37,2024-2027,9,IX,"Lectura, discusión y aprobación, en su caso, del Dictamen por el que se autoriza la renovación del Convenio de Afiliación entre FONACOT y el Municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-37_opt.pdf
2024-2027-37,2025-06-23,37,2024-2027,10,X,"Lectura, discusión y aprobación, en su caso, del Dictamen que autoriza suscribir Convenio de Cuenta Maestra, entre el Municipio de Colima y la CFE.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-37_opt.pdf
2024-2027-37,2025-06-23,37,2024-2027,11,XI,"Lectura, discusión y aprobación, en su caso, del Dictamen que autoriza suscribir Convenio de colaboración con la “Coalición Mexicana LGBTTTI+” y el Municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-37_opt.pdf
2024-2027-37,2025-06-23,37,2024-2027,12,XII,"Lectura, discusión y aprobación, en su caso, del Dictamen que autoriza renombrar a la Plaza Libertador como Plaza de los Poetas.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-37_opt.pdf
2024-2027-37,2025-06-23,37,2024-2027,13,XIII,"Lectura, discusión y aprobación, en su caso, del Dictamen que autoriza el Programa de Construcción y Ampliación de Nueva Sección del Panteón de la Localidad de Los Tepames, Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-37_opt.pdf
2024-2027-37,2025-06-23,37,2024-2027,14,XIV,Clausura.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/09/acta-no-37_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,1,I,Lista de asistencia.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,2,II,Declaración de quórum legal e instalación legal de la Sesión.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,3,III,"Lectura y aprobación, en su caso, del Orden del Día.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,4,IV,"Lectura y aprobación, en su caso, del Acta de Cabildo N° 35.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,5,V,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza suscribir Convenio de Colaboración entre el Centro de Estudios Universitarios Vizcaya de las Américas y el Municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,6,VI,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza el segundo listado de obras del Programa Operativo Anual 2025 y la enunciación de posibles cambios en los nombres de las obras, por los trámites administrativos ante la Secretaría de Bienestar en la plataforma SIFAIS.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,7,VII,"Lectura, discusión y aprobación en su caso, del Punto de Acuerdo que autoriza la solicitud del Consulado de Colombia, para iluminar los espacios públicos municipales con la franja de los colores de su Bandera, los días 18, 19 y 20 de julio, con motivo de la conmemoración del Día de la Independencia de ese país.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,8,VIII,"Lectura, discusión y aprobación en su caso, del Punto de Acuerdo que autoriza y faculta a la Oficialía Mayor, para otorgar en el presente ejercicio fiscal 2025, el Bono a los padres trabajadores de base, confianza y supernumerario del H. Ayuntamiento de Colima, con motivo del día social de la padre.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,9,IX,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la asignación del nombre “Mtra. Rocío Valdovinos Anguiano”, a la Sala 1 del Centro de Justicia Cívica Municipal, en el marco de las actividades conmemorativas del Día del Abogado.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,10,X,"Lectura, discusión y aprobación en su caso, del Punto de Acuerdo por el que se autoriza suscribir Contrato de Fideicomiso de Administración, entre el Municipio de Colima y Bansi, S.A., Institución de Banca Múltiple, a través de Fideicomiso para la Innovación y Calidad Gubernamental del Municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,11,XI,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la Municipalización de las Etapas 1, 2 y 5 del Fraccionamiento “HACIENDA EL BALCÓN”.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,12,XII,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza las adecuaciones presupuestales correspondientes al mes de mayo, solicitadas por la Tesorería Municipal.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,13,XIII,"Lectura, discusión y aprobación, en su caso, del Dictamen que autoriza remitir al H. Congreso del Estado de Colima, los resultados de la Cuenta Pública del mes de Mayo de 2025.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,14,XIV,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza la expedición de seis Licencias Comerciales, para el funcionamiento de establecimientos con venta o Consumo de Bebidas Alcohólicas, turnado con los Memorándums 115 y 149 de la Dirección de Inspección y Licencias.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,15,XV,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza la expedición de una Licencia Comercial para el funcionamiento de establecimiento con venta o Consumo de Bebidas Alcohólicas y una de Cambio de Domicilio.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,16,XVI,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza la expedición de tres Licencias Comerciales para el funcionamiento de establecimientos con venta o Consumo de Bebidas Alcohólicas.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,17,XVII,Asuntos Generales.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-36,2025-06-14,36,2024-2027,18,XVIII,Clausura.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2026/03/acta-no-36_opt.pdf
2024-2027-35,2025-05-30,35,2024-2027,1,I,Lista de asistencia.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-35_opt.pdf
2024-2027-35,2025-05-30,35,2024-2027,2,II,Declaración de quórum legal e instalación legal de la Sesión.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-35_opt.pdf
2024-2027-35,2025-05-30,35,2024-2027,3,III,"Lectura y aprobación, en su caso, del Orden del Día.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-35_opt.pdf
2024-2027-35,2025-05-30,35,2024-2027,4,IV,"Lectura y aprobación, en su caso, de las Actas de Cabildo N° 32, 33 y 34.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-35_opt.pdf
2024-2027-35,2025-05-30,35,2024-2027,5,V,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza tres Licencias Comerciales, para la Venta y/o Consumo de Bebidas Alcohólicas, turnado con el Memorándum No. 6, por la Dirección de Inspección y Licencias.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-35_opt.pdf
2024-2027-35,2025-05-30,35,2024-2027,6,VI,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza cuatro licencias comerciales, para la venta y/o consumo de bebidas alcohólicas, turnado con los Memorándum No. 191 y 198, por la Dirección de Inspección y Licencias.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-35_opt.pdf
2024-2027-35,2025-05-30,35,2024-2027,7,VII,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza la suscripción de un Convenio de colaboración con el Municipio de Tepatitlán de Morelos y el Municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-35_opt.pdf
2024-2027-35,2025-05-30,35,2024-2027,8,VIII,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza la suscripción de un Convenio de colaboración entre el Instituto Universitario de Bellas Artes y la Asociación Almas Mexicanas, con el Municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-35_opt.pdf
2024-2027-35,2025-05-30,35,2024-2027,9,IX,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza realizar las adecuaciones presupuestales solicitadas por la Tesorería Municipal mediante Oficio N°003/2025, relativas al POA 2025, aprobado en sesión de Cabildo celebrada el día 15 de abril de 2025.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-35_opt.pdf
2024-2027-35,2025-05-30,35,2024-2027,10,X,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza la Modificación al Programa Municipal de Ordenamiento Territorial y Desarrollo Urbano del Municipio de Colima, específicamente en la estrategia de la clasificación de áreas y zonificación para las fracciones que forman parte de la Parcela 27 Z-1 -P1/3, identificadas con las claves catastrales 02-04-66-000-027-000 y 02-04-66-000-027-002.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-35_opt.pdf
2024-2027-35,2025-05-30,35,2024-2027,11,XI,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la propuesta para que el campo de Futbol de la Localidad de Loma de Juárez del Municipio de Colima, lleve el nombre de “Campo Deportivo Consuelo de la Rosa”.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-35_opt.pdf
2024-2027-35,2025-05-30,35,2024-2027,12,XII,"Lectura, discusión y aprobación en su caso, de la Aprobación y/o reprobación de la Minuta con Proyecto de Decreto, por el que se propone reformar el artículo 97 párrafo Tercero, así como la adición al último párrafo del Artículo 12, Apartado A, de la Constitución Política del Estado Libre y Soberano de Colima, en Materia de Lengua de Señas Mexicana.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-35_opt.pdf
2024-2027-35,2025-05-30,35,2024-2027,13,XIII,Asuntos Generales.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-35_opt.pdf
2024-2027-35,2025-05-30,35,2024-2027,14,XIV,Clausura.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-35_opt.pdf
2024-2027-34,2025-05-15,34,2024-2027,1,I,Lista de asistencia.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-34_opt.pdf
2024-2027-34,2025-05-15,34,2024-2027,2,II,Declaración de quórum legal e instalación legal de la Sesión.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-34_opt.pdf
2024-2027-34,2025-05-15,34,2024-2027,3,III,"Lectura y aprobación, en su caso, del Orden del Día.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-34_opt.pdf
2024-2027-34,2025-05-15,34,2024-2027,4,IV,"Lectura y aprobación, en su caso, de las Actas de Cabildo N° 30, 31, 32 y 33.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-34_opt.pdf
2024-2027-34,2025-05-15,34,2024-2027,5,V,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza realizar las adecuaciones presupuestales solicitadas por la Tesorería Municipal.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-34_opt.pdf
2024-2027-34,2025-05-15,34,2024-2027,6,VI,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza remitir al H. Congreso del Estado de Colima, los resultados de la Cuenta Pública del mes de Abril de 2025.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-34_opt.pdf
2024-2027-34,2025-05-15,34,2024-2027,7,VII,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza la baja de una licencia comercial, para el funcionamiento de establecimiento con venta y consumo de bebidas alcohólicas.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-34_opt.pdf
2024-2027-34,2025-05-15,34,2024-2027,8,VIII,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza la Incorporación Municipal Anticipada de la Etapa 2 del Fraccionamiento denominado “ANDARES DEL JAZMÍN IV”, ubicado al oriente de la ciudad.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-34_opt.pdf
2024-2027-34,2025-05-15,34,2024-2027,9,IX,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza reformar, adicionar y derogar diversos artículos del Reglamento del Gobierno Municipal de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-34_opt.pdf
2024-2027-34,2025-05-15,34,2024-2027,10,X,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza el Reglamento interior del Instituto para el Desarrollo, la Inclusión y la Atención a la Discapacidad del Municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-34_opt.pdf
2024-2027-34,2025-05-15,34,2024-2027,11,XI,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza el Reglamento interior del Instituto Municipal para la Paz Intrafamiliar del Municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-34_opt.pdf
2024-2027-34,2025-05-15,34,2024-2027,12,XII,"Lectura, discusión y aprobación en su caso, del Dictamen que aprueba la ratificación del contrato de comodato entre el H. Ayuntamiento de Colima y la “Casa Hogar San Juan Pablo II I.A.P”.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-34_opt.pdf
2024-2027-34,2025-05-15,34,2024-2027,13,XIII,"Lectura, discusión y aprobación en su caso, del Dictamen que aprueba la ratificación del contrato de comodato entre el H. Ayuntamiento de Colima y el Centro de Promoción Humana y de Cultura de Colima I.A.P, conocido como “Hogar del Refugio”.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-34_opt.pdf
2024-2027-34,2025-05-15,34,2024-2027,14,XIV,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza brindar seguridad social (IMSS) y equiparar su beca al sueldo que perciben los Agentes de Policías Municipal, a los aspirantes a policías, durante su formación inicial.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-34_opt.pdf
2024-2027-34,2025-05-15,34,2024-2027,15,XV,Asuntos Generales.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-34_opt.pdf
2024-2027-34,2025-05-15,34,2024-2027,16,XVI,Clausura.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-34_opt.pdf
2024-2027-33,2025-05-14,33,2024-2027,1,I,Lista de asistencia.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-33.pdf
2024-2027-33,2025-05-14,33,2024-2027,2,II,Declaración del quórum legal e instalación legal de la Sesión.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-33.pdf
2024-2027-33,2025-05-14,33,2024-2027,3,III,Lectura del Orden del Día.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-33.pdf
2024-2027-33,2025-05-14,33,2024-2027,4,IV,"Lectura y aprobación, en su caso, de las Actas de Cabildo N° 30, 31 y 32.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-33.pdf
2024-2027-33,2025-05-14,33,2024-2027,5,V,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza, reformar y adicionar diversas disposiciones del Reglamento que Regula la Entrega de Apoyos o Ayudas Sociales que Otorga el Municipio de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-33.pdf
2024-2027-33,2025-05-14,33,2024-2027,6,VI,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se aprueba el Programa denominado Cultura de la Paz y Desarrollo Social del Municipio, así como, sus Lineamientos de Operación. Clausura.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-33.pdf
2024-2027-32,2025-05-07,32,2024-2027,1,I,Lista de asistencia.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-32_opt.pdf
2024-2027-32,2025-05-07,32,2024-2027,2,II,Declaración del quórum legal e instalación legal de la Sesión.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-32_opt.pdf
2024-2027-32,2025-05-07,32,2024-2027,3,III,Lectura del Orden del Día.,https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-32_opt.pdf
2024-2027-32,2025-05-07,32,2024-2027,4,IV,"Lectura y aprobación, en su caso, de las Actas de Cabildo N° 28, 29, 30 y 31.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-32_opt.pdf
2024-2027-32,2025-05-07,32,2024-2027,5,V,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza 1 (una) Licencia Comercial de establecimiento con venta y consumo de bebida alcohólica; así como 1 (una) solicitud de cambio de propietario.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-32_opt.pdf
2024-2027-32,2025-05-07,32,2024-2027,6,VI,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza 2 (dos) licencias comerciales de establecimientos con venta y consumo de bebidas alcohólicas.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-32_opt.pdf
2024-2027-32,2025-05-07,32,2024-2027,7,VII,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la baja definitiva de tres licencias comerciales, para el Funcionamiento de Establecimientos Comerciales con Venta y Consumo de Bebidas Alcohólicas.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-32_opt.pdf
2024-2027-32,2025-05-07,32,2024-2027,8,VIII,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la baja definitiva de dos licencias comerciales para el Funcionamiento de Establecimientos Comerciales con Venta y Consumo de Bebidas Alcohólicas.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-32_opt.pdf
2024-2027-32,2025-05-07,32,2024-2027,9,IX,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza la Municipalización de la Etapa 2-B del Fraccionamiento “PUERTA DEL VALLE”, ubicado al sur de la ciudad.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-32_opt.pdf
2024-2027-32,2025-05-07,32,2024-2027,10,X,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza la Incorporación Municipal Anticipada de la Etapa 3-B del Fraccionamiento denominado “PUERTA DEL VALLE”, ubicado al sur de la ciudad de Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-32_opt.pdf
2024-2027-32,2025-05-07,32,2024-2027,11,XI,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza la Incorporación Municipal Anticipada de la Etapa 1, así como 5 lotes de la Etapa 2 del Fraccionamiento denominado “SAN BERNARDO”, ubicado al Sur de la Ciudad.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-32_opt.pdf
2024-2027-32,2025-05-07,32,2024-2027,12,XII,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza la Modificación del Programa Parcial de Urbanización “Instituto de Educación Infantil”.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-32_opt.pdf
2024-2027-32,2025-05-07,32,2024-2027,13,XIII,"Lectura, discusión y aprobación en su caso, del Dictamen por el que se autoriza la Municipalización del Fraccionamiento denominado ""HACIENDA REAL"", etapa única, ubicado al Norte de la Ciudad.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-32_opt.pdf
2024-2027-32,2025-05-07,32,2024-2027,14,XIV,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la suscripción del Convenio de Hermanamiento entre el Municipio de Aguascalientes, Aguascalientes, y el Municipio de Colima, Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-32_opt.pdf
2024-2027-32,2025-05-07,32,2024-2027,15,XV,"Lectura, discusión y aprobación en su caso, del Dictamen que autoriza la suscripción del Convenio de Hermanamiento entre el Municipio de Pihuamo, Jalisco, y el Municipio de Colima, Colima.",https://www.colima.gob.mx/portal2016/wp-content/uploads/2025/07/acta-no-32_opt.pdf
